job_title,company_name,location,City,State,time_posted,num_applicants,salary,Min_Salary,Max_Salary,seniority,employment_type,job_function,industry,industry_category,job_title_category
"Data Engineer, Marketing & Sales",Notion,"San Francisco, CA",San Francisco,CA,2 days ago,,"$130,000.00/yr - $160,000.00/yr",130000,160000,Not Applicable,Full-time,Information Technology,Software Development,Information Technology and Services,Data Engineer
Data Analyst/Engineer - Junior,SynergisticIT,"San Francisco, CA",San Francisco,CA,1 week ago,28 applicants,"$160,000.00/yr - $180,000.00/yr",160000,180000,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Civil Engineering,Construction and Real Estate,Data Analyst
Data Engineer,Arc,"San Francisco, CA",San Francisco,CA,1 year ago,,"$130,000.00/yr - $160,000.00/yr",130000,160000,Entry level,Full-time,Engineering and Information Technology,Financial Services,Finance and Insurance,Data Engineer
Junior/Entry Data Engineer (Remote),SynergisticIT,"San Francisco, CA",San Francisco,CA,2 weeks ago,,"$65,000.00/yr - $85,000.00/yr",65000,85000,Entry level,Contract,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Engineer
"Data Engineer, Finance",Notion,"San Francisco, CA",San Francisco,CA,1 day ago,,"$170,000.00/yr - $235,000.00/yr",170000,235000,Not Applicable,Full-time,Information Technology,Software Development,Information Technology and Services,Data Engineer
Data Analytics Engineer,Procter & Gamble,"Boston, MA",Boston,MA,1 week ago,,"$85,000.00/yr - $115,000.00/yr",85000,115000,Not Applicable,Full-time,"Production, Manufacturing, and Engineering",Manufacturing,Manufacturing,Data Analyst
Data Engineer,Bristol Myers Squibb,"Boston, MA",Boston,MA,3 days ago,160 applicants,"$80,000.00/yr - $165,000.00/yr",80000,165000,Entry level,Full-time,Information Technology,Pharmaceutical Manufacturing,Healthcare and Life Sciences,Data Engineer
"Data Engineer - Hybrid - (Python, SQL, R programming)",Manulife,"Boston, MA",Boston,MA,2 weeks ago,,"$85,750.00/yr - $159,250.00/yr",85750,159250,Entry level,Full-time,Information Technology,Insurance,Finance and Insurance,Data Engineer
Data Engineer,Amazon,"Boston, MA",Boston,MA,2 weeks ago,,"$118,900.00/yr - $205,600.00/yr",118900,205600,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology",Software Development,Information Technology and Services,Data Engineer
Data Engineer,Coinbase,"Boston, MA",Boston,MA,2 weeks ago,150 applicants,"$80,000.00/yr - $165,000.00/yr",80000,165000,Entry level,Full-time,Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Engineer
Data Science Engineer,Massachusetts Institute of Technology,"Cambridge, MA",Cambridge,MA,3 days ago,71 applicants,"$70,000.00/yr - $125,000.00/yr",70000,125000,Entry level,Full-time,Information Technology,Higher Education,Non-profit and Education,Data Scientist
Data Engineer,Syntricate Technologies,"Quincy, MA",Quincy,MA,3 weeks ago,135 applicants,"$77,000.00/yr - $115,000.00/yr",77000,115000,Entry level,Full-time,Information Technology,Civil Engineering,Construction and Real Estate,Data Engineer
Data Engineer,PA Consulting,"Boston, MA",Boston,MA,2 days ago,,"$90,000.00/yr - $125,000.00/yr",90000,125000,Mid-Senior level,Full-time,Consulting,Business Consulting and Services,Professional Services and Consulting,Data Engineer
Data Engineer,Lazarus,"Boston, MA",Boston,MA,1 month ago,,"$79,000.08/yr - $145,204.96/yr",79000,145204,Entry level,Full-time,Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Engineer
Data Engineer,Network Coverage,"Danvers, MA",Danvers,MA,2 months ago,52 applicants,"$80,000.00/yr - $120,000.00/yr",80000,120000,Entry level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Engineer
Data Engineer,Commonwealth of Massachusetts,"Boston, MA",Boston,MA,1 month ago,,"$77,222.08/yr - $115,204.96/yr",77222,115204,Entry level,Full-time,Information Technology,Government Administration,Others,Data Engineer
"Data Engineer - Hybrid - (Python, SQL, R programming)",Manulife,"Boston, MA",Boston,MA,2 weeks ago,,"$81,000.08/yr - $155,204.96/yr",81000,155204,Entry level,Full-time,Information Technology,Insurance,Finance and Insurance,Data Engineer
Data Engineer,Lazarus,"Boston, MA",Boston,MA,1 month ago,,"$100,000.00/yr - $130,000.00/yr",100000,130000,Entry level,Full-time,Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Engineer
Data / BI Engineer,Steneral Consulting,"Boston, MA",Boston,MA,2 months ago,,"$79,000.08/yr - $145,204.96/yr",79000,145204,Mid-Senior level,Contract,Business Development and Sales,Software Development,Information Technology and Services,Data Analyst
Data Engineer - Remote,Rancho BioSciences,"Boston, MA",Boston,MA,1 week ago,,"$90,000.00/yr - $130,204.96/yr",90000,130204,Entry level,Full-time,Information Technology,Research Services,Professional Services and Consulting,Data Engineer
Senior Data Engineer,Softtek,"Boston, MA",Boston,MA,1 week ago,,"$95,000.00/yr - $125,204.96/yr",95000,125204,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Engineer
Sr Data/ML Engineer,SS&C Technologies,"Waltham, MA",Waltham,MA,3 weeks ago,175 applicants,"$90,000.00/yr - $125,000.00/yr",90000,125000,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,AI/ML
Data Engineer,Realtime Recruitment,"Boston, MA",Boston,MA,2 days ago,,"$81,000.08/yr - $155,204.96/yr",81000,155204,Mid-Senior level,Contract,Information Technology,Data Infrastructure and Analytics,Information Technology and Services,Data Engineer
Data Engineer,Rancho BioSciences,"Boston, MA",Boston,MA,1 week ago,,"$85,000.00/yr - $140,204.96/yr",85000,140204,Entry level,Full-time,Information Technology,Research Services,Professional Services and Consulting,Data Engineer
Data Engineer,Addgene,"Watertown, MA",Watertown,MA,1 week ago,,"$110,000.00/yr - $125,000.00/yr",110000,125000,Mid-Senior level,Full-time,Information Technology,Internet Publishing,Information Technology and Services,Data Engineer
data engineer,SkilzMatrix Digital,"Malvern, PA",Malvern,PA,3 months ago,,"$70,000.00/yr - $120,000.00/yr",70000,120000,Entry level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Engineer
Sr. Data Engineer,CGS Federal (Contact Government Services),"Philadelphia, PA",Philadelphia,PA,5 days ago,,"$144,768.00/yr - $209,109.33/yr",144768,209109,Associate,Full-time,Information Technology,"Transportation, Logistics, Supply Chain and Storage",Transportation and Logistics,Data Engineer
Senior Data Engineer,Carlisle Construction Materials,"Kimberton, PA",Kimberton,PA,2 weeks ago,,"$77,000.00/yr - $139,200.00/yr",77000,139200,Mid-Senior level,Full-time,Information Technology,Wholesale Building Materials,Retail and Consumer Services,Data Engineer
Data Engineer,CGS Federal (Contact Government Services),"Philadelphia, PA",Philadelphia,PA,2 months ago,,"$112,597.33/yr - $152,810.66/yr",112597,152810,Not Applicable,Full-time,Information Technology,Government Relations Services,Others,Data Engineer
Data Engineer,Home Solutions,"Raleigh, NC",Raleigh,NC,1 month ago,,"$115,000.00/yr - $135,000.00/yr",115000,135000,Entry level,Full-time,Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Engineer
Senior Data Engineer,Tekniforce,Raleigh-Durham-Chapel Hill Area,Raleigh-Durham-Chapel Hill Area,NC,3 days ago,,"$120,000.00/yr - $130,000.00/yr",120000,130000,Mid-Senior level,Full-time,Information Technology,"Information Services and Technology, Information and Media",Media and Entertainment,Data Engineer
Data Engineer,RBC,"Raleigh, NC",Raleigh,NC,1 week ago,,"$110,000.00/yr - $135,000.00/yr",110000,135000,Not Applicable,Full-time,Information Technology,Banking and Financial Services,Finance and Insurance,Data Engineer
Data Engineer,Qualitative Financials,"Durham, NC",Durham,NC,5 months ago,124 applicants,"$85,000.00/yr - $140,204.96/yr",85000,140204,Entry level,Full-time,Information Technology,Information Technology & Services,Information Technology and Services,Data Engineer
Mid-level Data Engineer,Signify Technology,"Raleigh, NC",Raleigh,NC,4 days ago,,"$120,000.00/yr - $140,000.00/yr",120000,140000,Mid-Senior level,Full-time,Information Technology,Insurance and IT Services and IT Consulting,Finance and Insurance,Data Engineer
Data Engineer,Orion Innovation,"Morrisville, NC",Morrisville,NC,2 weeks ago,,"$75,000.00/yr - $160,204.96/yr",75000,160204,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Engineer
Senior Data Engineer - AI Platform,Lenovo,"Morrisville, NC",Morrisville,NC,2 weeks ago,141 applicants,"$85,000.00/yr - $160,204.96/yr",85000,160204,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Engineer
Data Engineer,Artech L.L.C.,"Morrisville, NC",Morrisville,NC,1 month ago,51 applicants,"$89,000.00/yr - $125,204.96/yr",89000,125204,Entry level,Contract,Information Technology,Staffing and Recruiting,Others,Data Engineer
Data Engineer,Cynet Systems,"Durham, NC",Durham,NC,4 months ago,,"$89,000.00/yr - $125,204.96/yr",89000,125204,Entry level,Contract,Information Technology,Information Technology & Services,Information Technology and Services,Data Engineer
Senior Data Engineer,The Clorox Company,"Durham, NC",Durham,NC,4 days ago,,"$90,000.00/yr - $135,000.00/yr",90000,135000,Associate,Full-time,Information Technology,Manufacturing,Manufacturing,Data Engineer
Azure Databricks - Data Engineer,Infosys,"Raleigh, NC",Raleigh,NC,3 weeks ago,115 applicants,"$115,000.00/yr - $135,000.00/yr",115000,135000,Entry level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Engineer
"Data Engineer (Hybrid, Raleigh, NC, US)",Astral Insights,"Raleigh, NC",Raleigh,NC,5 months ago,,"$125,000.00/yr - $135,000.00/yr",125000,135000,Entry level,Full-time,Information Technology,Data Infrastructure and Analytics,Information Technology and Services,Data Engineer
Azure and Databricks Cloud Data Engineer,Infosys,"Raleigh, NC",Raleigh,NC,3 weeks ago,51 applicants,"$115,000.00/yr - $135,000.00/yr",115000,135000,Entry level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Engineer
Data Science II (Growth),Tinder,"San Francisco, CA",San Francisco,CA,5 days ago,,"$135,000.00/yr - $155,000.00/yr",135000,155000,Entry level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
Data Scientist,"Unreal Staffing, Inc","San Francisco, CA",San Francisco,CA,5 months ago,,"$140,000.00/yr - $210,000.00/yr",140000,210000,Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Data Scientist
"Data Scientist, Product Analytics",Meta,"San Francisco, CA",San Francisco,CA,2 days ago,,"$114,000.00/yr - $171,000.00/yr",114000,171000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Decisions - Lyft Business",Lyft,"San Francisco County, CA",San Francisco County,CA,1 week ago,,"$190,000.00/yr - $235,000.00/yr",190000,235000,Mid-Senior level,Full-time,Engineering and Information Technology,Ground Passenger Transportation,Transportation and Logistics,Data Scientist
"Data Scientist, Product Analytics",Meta,"San Francisco, CA",San Francisco,CA,2 weeks ago,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Human Data",OpenAI,"San Francisco, CA",San Francisco,CA,4 months ago,,"$185,000.00/yr - $225,000.00/yr",185000,225000,Entry level,Full-time,Engineering and Information Technology,Research Services,Professional Services and Consulting,Data Scientist
"Data Scientist, Decisions - Lyft Business",Lyft,"San Francisco County, CA",San Francisco County,CA,1 week ago,,"$128,000.00/yr - $180,000.00/yr",128000,180000,Mid-Senior level,Full-time,Engineering and Information Technology,Ground Passenger Transportation,Transportation and Logistics,Data Scientist
Data Scientist,Attain,"San Francisco, CA",San Francisco,CA,2 months ago,,"$190,000.00/yr - $235,000.00/yr",190000,235000,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist I,Russell Tobin,"San Francisco, CA",San Francisco,CA,2 weeks ago,,"$90,000.00/yr - $110,000.00/yr",90000,110000,Entry level,Contract,Engineering and Information Technology,Staffing and Recruiting,Others,Data Scientist
"Data Scientist, Product Analytics",Meta,"Burlingame, CA",Burlingame,CA,,,"$114,000.00/yr - $171,000.00/yr",114000,171000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
NLP Machine Learning Engineer,InterSources Inc,"San Francisco, CA",San Francisco,CA,1 month ago,,"$160,000.00/yr - $200,000.00/yr",160000,200000,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Machine Learning Engineer
"Business Data Scientist, Global Business Strategy and Operations",Google,"San Francisco, CA",San Francisco,CA,1 week ago,52 applicants,"$150,000.00/yr - $223,000.00/yr",150000,223000,Not Applicable,Full-time,"General Business, Strategy/Planning, and Consulting","Information Services and Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Burlingame, CA",Burlingame,CA,3 weeks ago,,"$173,000.00/yr - $242,000.00/yr",173000,242000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"San Francisco, CA",San Francisco,CA,2 days ago,92 applicants,"$173,000.00/yr - $242,000.00/yr",173000,242000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Algorithms, Integrity & Identity",Lyft,"San Francisco County, CA",San Francisco County,CA,2 weeks ago,,"$190,000.00/yr - $235,000.00/yr",190000,235000,Mid-Senior level,Full-time,Engineering and Information Technology,Ground Passenger Transportation,Transportation and Logistics,Data Scientist
Data Scientist,Zealogics Inc,"San Jose, CA",San Jose,CA,1 month ago,114 applicants,"$170,000.00/yr - $200,000.00/yr",170000,200000,Mid-Senior level,Contract,Engineering and Information Technology,Internet Publishing,Information Technology and Services,Data Scientist
Data Scientist - New Grad (2025 Start),Databricks,"Mountain View, CA",Mountain View,CA,1 week ago,,"$165,000.00/yr - $195,000.00/yr",165000,195000,Entry level,Full-time,Engineering,Software Development,Information Technology and Services,Data Scientist
AI Research Scientist,Zoom,"San Jose, CA",San Jose,CA,1 week ago,,"$122,200.00/yr - $244,500.00/yr",122200,244500,Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,AI/ML
Senior Data Scientist - Strategy & Insights,LinkedIn,"Sunnyvale, CA",Sunnyvale,CA,4 days ago,,"$116,000.00/yr - $178,000.00/yr",116000,178000,Not Applicable,Full-time,Engineering,"Technology, Information and Internet and IT Services and IT Consulting",Information Technology and Services,Data Scientist
Data Scientist,Brex,"San Francisco, CA",San Francisco,CA,2 weeks ago,,"$140,000.00/yr - $175,000.00/yr",140000,175000,Entry level,Full-time,Engineering and Information Technology,Financial Services,Finance and Insurance,Data Scientist
Data Scientist,Natera,"San Carlos, CA",San Carlos,CA,1 week ago,,"$155,000.00/yr - $175,000.00/yr",155000,175000,Entry level,Full-time,Research and Science,"Biotechnology Research, Pharmaceutical Manufacturing, and Software Development",Healthcare and Life Sciences,Data Scientist
Data Scientist,Home Organizers,"Hacienda Heights, CA",Hacienda Heights,CA,2 months ago,,"$155,000.00/yr - $175,000.00/yr",155000,175000,Entry level,Full-time,Engineering and Information Technology,Furniture and Home Furnishings Manufacturing,Manufacturing,Data Scientist
"Staff Data Scientist, Strategy & Insights",LinkedIn,"Sunnyvale, CA",Sunnyvale,CA,4 days ago,,"$138,000.00/yr - $226,000.00/yr",138000,226000,Not Applicable,Full-time,Engineering,"Technology, Information and Internet and IT Services and IT Consulting",Information Technology and Services,Data Scientist
AI/ML Data Scientist,"Unreal Staffing, Inc","San Francisco, CA",San Francisco,CA,5 months ago,,"$140,000.00/yr - $210,000.00/yr",140000,210000,Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,AI/ML
Data Scientist,Twitch,"San Francisco, CA",San Francisco,CA,4 days ago,,"$135,000.00/yr - $175,000.00/yr",135000,175000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,Brex,"San Francisco, CA",San Francisco,CA,2 weeks ago,,"$145,000.00/yr - $185,000.00/yr",145000,185000,Entry level,Full-time,Engineering and Information Technology,Financial Services,Finance and Insurance,Data Scientist
Data Scientist,VeeAR Projects Inc.,"Sunnyvale, CA",Sunnyvale,CA,1 month ago,27 applicants,"$190,000.00/yr - $235,000.00/yr",190000,235000,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Senior Machine Learning Engineer,OPPO,"Palo Alto, CA",Palo Alto,CA,1 month ago,35 applicants,"$100,000.00/yr - $300,000.00/yr",100000,300000,Mid-Senior level,Full-time,Engineering and Information Technology,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Machine Learning Engineer
"Data Scientist, Game Analytics","Niantic, Inc.","Sunnyvale, CA",Sunnyvale,CA,4 days ago,,"$158,400.00/yr - $176,000.00/yr",158400,176000,Entry level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Menlo Park, CA",Menlo Park,CA,3 weeks ago,,"$114,000.00/yr - $171,000.00/yr",114000,171000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,SMARTWORK IT SERVICES LLC (SWITS),"Santa Clara, CA",Santa Clara,CA,1 month ago,157 applicants,"$165,000.00/yr - $175,000.00/yr",165000,175000,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,"Unreal Staffing, Inc","San Francisco, CA",San Francisco,CA,6 months ago,,"$190,000.00/yr - $235,000.00/yr",190000,235000,Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Data Scientist
Data Scientist,Twitch,"San Francisco, CA",San Francisco,CA,4 days ago,,"$125,500.00/yr - $212,800.00/yr",125500,212800,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,"Donato Technologies, Inc.","Sunnyvale, CA",Sunnyvale,CA,4 months ago,,"$145,000.00/yr - $165,000.00/yr",145000,165000,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Machine Learning Engineer,Netflix,"Los Gatos, CA",Los Gatos,CA,1 week ago,,"$100,000.00/yr - $720,000.00/yr",100000,720000,Not Applicable,Full-time,Other,Entertainment Providers,Media and Entertainment,Machine Learning Engineer
Data Scientist,Anthro,"San Jose, CA",San Jose,CA,3 days ago,,"$155,000.00/yr - $175,000.00/yr",155000,175000,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Science,Syntricate Technologies,"Cupertino, CA",Cupertino,CA,2 weeks ago,37 applicants,"$125,000.00/yr - $175,000.00/yr",125000,175000,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Sunnyvale, CA",Sunnyvale,CA,4 days ago,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist 2,Intuit,"Mountain View, CA",Mountain View,CA,1 week ago,,"$175,000.00/yr - $220,000.00/yr",175000,220000,Associate,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
Data Scientist 2,Intuit,"Mountain View, CA",Mountain View,CA,2 weeks ago,,"$175,000.00/yr - $220,000.00/yr",175000,220000,Associate,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
Senior Data Scientist,Walmart Global Tech,"Sunnyvale, CA",Sunnyvale,CA,1 week ago,,"$117,000.00/yr - $234,000.00/yr",117000,234000,Mid-Senior level,Full-time,Information Technology,Software Development and Retail,Retail and Consumer Services,Data Scientist
"Data Scientist, Game Analytics","Niantic, Inc.","Sunnyvale, CA",Sunnyvale,CA,5 days ago,,"$158,400.00/yr - $176,000.00/yr",158400,176000,Entry level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
Senior Machine Learning Engineer,OPPO,"Palo Alto, CA",Palo Alto,CA,1 month ago,35 applicants,"$120,000.00/yr - $180,000.00/yr",120000,180000,Mid-Senior level,Full-time,Engineering and Information Technology,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Machine Learning Engineer
Data Science Graduate (TikTok-Product-Data Science) - 2025 Start (MS),TikTok,"San Jose, CA",San Jose,CA,2 weeks ago,156 applicants,"$114,000.00/yr - $177,777.00/yr",114000,177777,Not Applicable,Full-time,"Research, Analyst, and Information Technology",Entertainment Providers,Media and Entertainment,Data Scientist
"Data Scientist, Product Analytics",Meta,"Menlo Park, CA",Menlo Park,CA,3 weeks ago,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Fremont, CA",Fremont,CA,2 weeks ago,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Menlo Park, CA",Menlo Park,CA,2 weeks ago,,"$173,000.00/yr - $242,000.00/yr",173000,242000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Machine Learning Engineer,Inhabitr,"Milpitas, CA",Milpitas,CA,2 days ago,117 applicants,"$120,000.00/yr - $150,000.00/yr",120000,150000,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Machine Learning Engineer
"Data Scientist, Product Analytics",Meta,"Sunnyvale, CA",Sunnyvale,CA,,,"$114,000.00/yr - $171,000.00/yr",114000,171000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Sunnyvale, CA",Sunnyvale,CA,2 weeks ago,,"$173,000.00/yr - $242,000.00/yr",173000,242000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Machine Learning Engineer,Inhabitr,"Milpitas, CA",Milpitas,CA,2 days ago,118 applicants,"$120,000.00/yr - $150,000.00/yr",120000,150000,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Machine Learning Engineer
"Data Scientist, Product",Notion,"San Francisco, CA",San Francisco,CA,1 week ago,,"$136,000.00/yr - $230,000.00/yr",136000,230000,Not Applicable,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
Jr. Data Scientist AI,"QTC Management, Inc.","San Antonio, TX",San Antonio,TX,4 days ago,170 applicants,"$65,000.00/yr - $80,000.00/yr",65000,80000,Entry level,Full-time,Engineering and Information Technology,Hospitals and Health Care,Healthcare and Life Sciences,AI/ML
DATA SCIENTIST,PETADATA,"Santa Clarita, CA",Santa Clarita,CA,4 days ago,59 applicants,"$190,000.00/yr - $235,000.00/yr",190000,235000,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Senior, Data Scientist",Walmart,"Bentonville, AR",Bentonville,AR,1 week ago,74 applicants,"$90,000.00/yr - $180,000.00/yr",90000,180000,Mid-Senior level,Full-time,Engineering and Information Technology,Retail,Retail and Consumer Services,Data Scientist
Research Scientist,Rishabh Software,"Durham, NC",Durham,NC,6 days ago,,"$70,000.00/yr - $120,000.00/yr",70000,120000,Mid-Senior level,Contract,IT Services and IT Consulting,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,Glo,"Daly City, CA",Daly City,CA,3 months ago,,"$145,000.00/yr - $180,000.00/yr",145000,180000,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,Information Technology and Services,Data Scientist
"Data Scientist, Model Risk Management",PayPal,"Austin, TX",Austin,TX,6 days ago,,"$100,000.00/yr - $140,000.00/yr",100000,140000,Not Applicable,Full-time,Engineering and Information Technology,"Software Development, Financial Services, and Technology, Information and Internet",Finance and Insurance,Data Scientist
Data Scientist (IV) – Generative AI,HP,"Vancouver, WA",Vancouver,WA,2 weeks ago,84 applicants,"$118,050.00/yr - $181,800.00/yr",118050,181800,Not Applicable,Full-time,Engineering and Information Technology,"Computer Hardware Manufacturing, Software Development, and IT Services and IT Consulting",Manufacturing,
Machine Learning Engineer - Platform,Coinbase,"Portland, OR",Portland,OR,2 weeks ago,165 applicants,"$147,900.00/yr - $174,000.00/yr",147900,174000,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Machine Learning Engineer
"T&D Data Scientist I, Salt Lake City, UT or Portland, OR 112795",PacifiCorp,"Portland, OR",Portland,OR,1 day ago,,"$76,200.00/yr - $89,600.00/yr",76200,89600,Entry level,Full-time,Engineering and Information Technology,Utilities,Energy and Utilities,Data Scientist
Data Scientist,Coinbase,"Portland, OR",Portland,OR,2 weeks ago,,"$140,250.00/yr - $165,000.00/yr",140250,165000,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Algorithms, Fulfilment",Lyft,"Seattle, WA",Seattle,WA,2 weeks ago,,"$124,000.00/yr - $185,000.00/yr",124000,185000,Mid-Senior level,Full-time,Engineering and Information Technology,Ground Passenger Transportation,Transportation and Logistics,Data Scientist
Data Scientist,Augment Jobs,"Seattle, WA",Seattle,WA,3 weeks ago,127 applicants,"$90,000.00/yr - $120,000.00/yr",90000,120000,Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Bellevue, WA",Bellevue,WA,1 week ago,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,Microsoft,"Redmond, WA",Redmond,WA,6 days ago,,"$98,300.00/yr - $208,800.00/yr",98300,208800,Not Applicable,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
Data Scientist,Augment Jobs,"Seattle, WA",Seattle,WA,5 days ago,121 applicants,"$90,000.00/yr - $120,000.00/yr",90000,120000,Associate,Full-time,Engineering and Information Technology,Advertising Services,Media and Entertainment,Data Scientist
Data Scientist,Augment Jobs,"Seattle, WA",Seattle,WA,1 week ago,120 applicants,"$90,000.00/yr - $120,000.00/yr",90000,120000,Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Redmond, WA",Redmond,WA,3 days ago,,"$114,000.00/yr - $171,000.00/yr",114000,171000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Seattle, WA",Seattle,WA,2 weeks ago,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Bellevue, WA",Bellevue,WA,,,"$114,000.00/yr - $171,000.00/yr",114000,171000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,Ampcus Inc,"Seattle, WA",Seattle,WA,2 days ago,62 applicants,"$70,000.00/yr - $90,000.00/yr",70000,90000,Entry level,Full-time,Engineering and Information Technology,Biotechnology Research and IT Services and IT Consulting,Healthcare and Life Sciences,Data Scientist
